Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[ancestry category]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[enrichment method]	Characteristics[enrichment process]	Characteristics[synthetic peptide]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[enrichment method]	Factor Value[enrichment process]	sampleChecksum	sampleAccession
PXD002255-Sample 325	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 325	ES_XP_LMW_Gel_filter_078.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_078.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	a77448d74ec34339a3795eab653c1054f4010696642b21c8e112c8866a0b5bbf	SAMEA7714155
PXD002255-Sample 326	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 326	ES_XP_LMW_Gel_filter_079.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_079.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	ff3c5b9166374fe1a7dc768506a930d804913433ea3f9886c151985c9018c62a	SAMEA7714156
PXD002255-Sample 327	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 327	ES_XP_LMW_Gel_filter_080.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_080.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	f1152b045d70a918d70bc1c565b61198d493d579590cc7a1d9d38d4bd6c1ac3d	SAMEA7714157
PXD002255-Sample 328	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 328	ES_XP_LMW_Gel_filter_081.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_081.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	81420d25abd0081c67bd62013b2a9acad374b8619abe2792695ffd39348123e6	SAMEA7714158
PXD002255-Sample 329	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 329	ES_XP_LMW_Gel_filter_082.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_082.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	10c44a2adb63327b5f9dbfe19f29d63a1771a704fc5faacb400b02a021785761	SAMEA7714159
PXD002255-Sample 330	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 330	ES_XP_LMW_Gel_filter_083.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_083.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	dc3e080fd46195ac6fff4132c551422c764c72623ddede0540dcbac75329738b	SAMEA7714160
PXD002255-Sample 331	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 331	ES_XP_LMW_Gel_filter_084.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_084.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	e5dcc05eaf805d79942b8282fdc38aa4d7897fd01c28841e228e658895b029e0	SAMEA7714161
PXD002255-Sample 332	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 332	ES_XP_LMW_Gel_filter_085.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_085.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	d8f6e19b9e20b20a3415b0ddf13c86545a2fc2242cfa1b69942b3ca1b1d3836b	SAMEA7714162
PXD002255-Sample 333	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 333	ES_XP_LMW_Gel_filter_086.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_086.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	da32d56eb19c9787e01d656b764a12e9561b36a1694377674f734cacbca5d333	SAMEA7714163
PXD002255-Sample 334	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 334	ES_XP_LMW_Gel_filter_087.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_087.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	a5924923da06b529ff09897fe28067d01188829e3c6b3bd6fa28103a2ce4af2a	SAMEA7714164
PXD002255-Sample 335	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 335	ES_XP_LMW_Gel_filter_088.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_088.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	398af30bbc3d3e8566cb7a226cd64ba562e12ad4ea8cdc659fc6854b0a93d090	SAMEA7714165
PXD002255-Sample 336	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 336	ES_XP_LMW_Gel_filter_089.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_089.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	9d90f29ef95574a8da1a23ecdd41664cf1c8f1ac335af471ebb8693e68b5b913	SAMEA7714166
PXD002255-Sample 337	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 337	ES_XP_LMW_Gel_filter_090.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_090.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	a95e0f306d8d6b36775971a7d21c82a3c62deea68d6f09a60f08ba04500af396	SAMEA7714167
PXD002255-Sample 338	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 338	ES_XP_LMW_Gel_filter_091.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_091.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	9ef20b31f8791e19cf9a5c4d03ec2a0b48603d78bfa50a50228364aa7598015f	SAMEA7714169
PXD002255-Sample 339	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 339	ES_XP_LMW_Gel_filter_092.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_092.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	52361ba9816650d4fc9359871255404d1007c79812f4a52b4777e0d97bbb7c6f	SAMEA7714170
PXD002255-Sample 340	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 340	ES_XP_LMW_Gel_filter_093.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_093.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	886c910fe1e87ca58b0d9576b2637c2b81144f49f885e14f6f4fd4f987d07bbe	SAMEA7714171
PXD002255-Sample 341	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 341	ES_XP_LMW_Gel_filter_094.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_094.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	83d7fd96ab73fc7dc491ee5d64cd42378cb062616f99aa4d2c9ea9e3591a3f73	SAMEA7714172
PXD002255-Sample 342	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 342	ES_XP_LMW_Gel_filter_095.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_095.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	a591ead3a748dbc8fad620d1a335efeadff10ad7381d05cd57bf77cc2d5419ad	SAMEA7714173
PXD002255-Sample 343	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 343	ES_XP_LMW_Gel_filter_096.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_096.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	d190815b4ab46b2f7add2fb2ba972bc635edacf13c9dd10ffe8395e8f49d818d	SAMEA7714174
PXD002255-Sample 344	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 344	ES_XP_LMW_Gel_filter_097.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_097.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	607a09f0753e837e0cf83c50f4b81c59e48410792147b8cfcc85ab988819ccf7	SAMEA7714175
PXD002255-Sample 345	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 345	ES_XP_LMW_Gel_filter_098.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_098.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	45f894641a1b731187049469535f6c42e79eb8415f46b838b0ebc4aa8dd0b70a	SAMEA7714176
PXD002255-Sample 346	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 346	ES_XP_LMW_Gel_filter_099.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_099.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	585ab56c6ea993ffdd3a3e2d91794bcff10d46c177ef658ec0fe7e2996e453b8	SAMEA7714177
PXD002255-Sample 347	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 347	ES_XP_LMW_Gel_filter_100.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_100.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	415c95ccc31baded8bf20237b0a745da9f60d20c08f28c35b4a22c7f6e1b45e7	SAMEA7714178
PXD002255-Sample 348	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 348	ES_XP_LMW_Gel_filter_101.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_101.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	516eb9d5c7a1af5ed891a8484ab4e852350d10039e0faf9ef3cfa879492dc915	SAMEA7714179
PXD002255-Sample 349	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 349	ES_XP_LMW_Gel_filter_102.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_102.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	8e79e0cd5823b703ac5310ad08ee37e07d38c28777c9ef9ed57a41808a6bd6a9	SAMEA7714180
PXD002255-Sample 350	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 350	ES_XP_LMW_Gel_filter_103.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_103.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	066450c160e194f0b6e3ee5de2413d80595d3313fdb8bd46a054c05ca67a17c2	SAMEA7714181
PXD002255-Sample 351	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 351	ES_XP_LMW_Gel_filter_104.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_104.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	8ea3027b69ad1bf9c37b615855d04287792dae9fa027128966ede8d4a16ffcbb	SAMEA7714182
PXD002255-Sample 352	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 352	ES_XP_LMW_Gel_filter_105.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Gel_filter_105.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein	7982b0486e70dbf48e166e0923fb733d7c2146ac5a4fcb0a44e09e810b769817	SAMEA7714183
